Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Experience,Age,AgeJ,gapgrad,Max_score
460000,technical support engineer,Others,m,62.0,State,2007,61.0,State,2,M.Tech./M.E.,Computer Science Department ,63.0,0,Punjab,2013,465,595,605,79.3580614548506,-1.1644,-1.6191,-1.2196,-0.1076,-2.2021,3.0,25.0,23.0,0,495.0
320000,assistant system engineer,Others,m,86.0,State,2010,92.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.0,0,Andhra Pradesh,2014,350,590,570,49.359638730103796,0.8463,0.0459,-0.2974,-0.7415,-0.4776,1.0,21.0,22.0,1,415.0
340000,application developer,Navi Mumbai,f,85.8,CBSE,2010,65.8,CBSE,2,B.Tech/B.E.,Information Technology Department,69.7,0,Uttar Pradesh,2014,615,630,750,62.2642915849938,0.8463,1.0449,0.01,-0.2344,0.4805,0.0,21.0,21.0,0,485.0
120000,android developer,Noida,m,68.4,State,2008,61.0,State,2,B.Tech/B.E.,Computer Science Department ,62.2,1,Rajasthan,2013,440,375,330,23.780283983757,-1.7389,-1.2861,-0.4511,0.7798,-1.8189,1.0,22.0,22.0,1,455.0
100000,web developer,Noida,m,51.0,State,2004,48.0,State,2,MCA,Computer Science Department ,59.0,0,Uttar Pradesh,2010,275,365,395,52.592258425205486,0.2009,-0.2793,0.2366,1.4724,0.0284,1.0,29.0,26.0,1,415.0
510000,application engineer,Noida,m,79.6,CBSE,2009,73.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,66.96,1,Rajasthan,2014,535,640,630,33.8786347219528,-1.1644,0.2124,0.3174,0.9066,-0.4776,1.0,23.0,23.0,0,292.0
300000,production engineer,Indore,m,63.4,State,2008,63.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,69.3,0,Madhya Pradesh,2012,360,350,320,60.064395944660795,-0.4463,-1.1196,-1.6807,-0.4879,-1.244,4.0,25.0,23.0,0,445.0
480000,senior systems engineer,Mysore,m,86.53,State,2007,71.55,Others,2,B.Tech/B.E.,Computer Science Department ,78.5,0,Orissa,2011,515,505,454,70.4090412131314,-0.1082,0.9688,0.8171,-0.8778,0.3444,4.0,25.0,22.0,0,465.0
170000,project coordinator,Others,f,76.18,Others,2007,86.33,Others,2,B.Tech/B.E.,Computer Science Department ,73.46,0,Tamil Nadu,2011,485,545,385,63.597875645679395,0.3555,1.2808,0.2366,1.3549,1.2923,0.0,26.0,23.0,0,445.0
340000,software engineer,Hyderabad,m,91.43,ICSE,2009,74.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,70.0,1,Telangana,2013,665,460,570,14.4789889482462,0.4155,0.3789,-0.1437,-0.7415,-0.2859,1.0,24.0,24.0,2,445.0
640000,programmer analyst,Bangalore,m,78.0,Others,2004,71.3,Others,2,B.Tech/B.E.,Information Technology Department,67.0,0,Madhya Pradesh,2009,455,605,625,91.68699611036187,-0.2628,-0.5913,0.2366,-0.1727,0.8183,6.0,28.0,23.0,1,555.0
330000,software engineer,Chennai,m,76.17,State,2009,72.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,78.0,0,Rajasthan,2013,510,535,605,81.9416529835888,0.4155,-0.7866,-1.2196,1.1601,-1.8189,1.0,23.0,22.0,0,505.0
225000,system engineer,Thane,m,82.4,CBSE,2010,72.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.06,0,Uttar Pradesh,2014,485,525,545,33.8786347219528,-0.0154,0.3789,0.6248,0.9066,0.6721,1.0,24.0,24.0,0,292.0
180000,software developer,Noida,m,58.0,State,2004,57.6,State,2,B.Tech/B.E.,Computer Science Department ,61.9,0,Uttarakhand,2011,265,375,365,16.563309151247598,0.8192,0.8128,-0.1988,0.1798,-0.2875,0.0,30.0,26.0,0,305.0
440000,application developer,Bangalore,f,79.0,CBSE,2007,83.4,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.7,0,Jammu and Kashmir,2012,535,485,525,37.60595866515449,0.3555,0.6178,0.7083,0.2973,-0.2875,2.0,24.0,22.0,0,393.0
305000,software engineer,Bangalore,f,90.04,Others,2008,75.16,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,77.0,0,Karnataka,2012,505,495,615,53.8386892985096,-0.0696,0.0328,-0.1988,0.0035,-0.9194,1.0,24.0,23.0,2,475.0
500000,software engineer,Gurgaon,f,76.0,CBSE,2008,76.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,77.58,0,Haryana,2012,595,645,495,86.46854133700849,-2.5811,-0.2012,0.5994,0.1798,0.1864,3.0,24.0,21.0,0,525.0
270000,network engineer,Mysore,m,60.4,CBSE,2006,60.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,62.0,0,Uttar Pradesh,2010,395,425,395,65.5766942617211,-0.2628,0.3448,-0.1988,0.5323,0.6603,1.0,26.0,24.0,3,366.0
300000,java software engineer,Noida,m,74.23,State,2010,77.77,State,2,B.Tech/B.E.,Computer Science Department ,75.6,0,Punjab,2014,475,435,430,81.9416529835888,0.2718,1.0449,0.1637,0.1459,0.8637,2.0,22.0,21.0,0,505.0
315000,programmer analyst,Others,f,82.3,CBSE,2010,89.6,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,67.95,0,Punjab,2014,555,580,355,44.461771688157704,-0.159,-1.1196,1.2396,1.6672,0.6721,1.0,24.0,24.0,0,393.0
300000,programmer analyst,Kolkata,m,90.0,CBSE,2009,86.4,CBSE,2,B.Tech/B.E.,Electrical and Power engineering Department,65.7,0,Jharkhand,2014,605,325,515,83.7620725714257,0.1282,-0.2871,1.3933,0.653,-0.6692,0.0,23.0,23.0,0,500.0
320000,production engineer,Delhi,m,84.2,CBSE,2009,67.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,69.88,0,Uttar Pradesh,2013,495,385,505,91.0770164246022,-1.0355,1.2028,0.3817,0.64983,-0.1295,3.0,23.0,21.0,0,445.0
180000,sap consultant,Thiruvananthapuram,m,86.4,CBSE,2008,80.4,CBSE,2,B.Tech/B.E.,Computer Science Department ,61.54,0,Kerala,2012,585,505,605,67.0743151433127,0.51,0.5008,-0.4891,-0.8778,0.1864,3.0,25.0,23.0,1,455.0
675000,senior software engineer,Noida,m,60.0,Others,2004,59.0,Others,2,B.Tech/B.E.,Computer Science Department ,67.0,0,Uttar Pradesh,2011,515,555,425,60.0057182338341,-0.880999999999999,-0.2793,-0.6343,-0.6428,-2.9731,4.0,26.0,23.0,0,435.0
120000,.net developer,Punchkula,m,60.8,State,2009,63.0,State,2,B.Tech/B.E.,Information Technology Department,68.0,1,Tamil Nadu,2014,440,400,310,14.4789889482462,0.4155,-1.1196,0.7785,-0.1076,-0.2859,0.0,22.0,22.0,0,345.0
325000,software engineer,Greater Noida,m,82.8,CBSE,2009,73.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,67.5,1,Karnataka,2014,520,450,575,74.47583540089391,-0.159,0.0459,0.7785,-1.1218,-0.0943,1.0,23.0,23.0,0,545.0
350000,system engineer,Bangalore,m,82.6,CBSE,2009,63.6,CBSE,2,B.Tech/B.E.,Information Technology Department,71.0,0,Uttarakhand,2013,535,525,530,73.57957092246559,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,1.0,24.0,23.0,1,475.0
205000,quality analyst,Hyderabad,f,74.0,State,2009,61.1,State,2,B.Tech/B.E.,Computer Science Department ,71.0,1,Telangana,2013,500,460,235,8.00552813405495,1.1336,0.3789,0.6248,-1.8824,0.8637,2.0,23.0,22.0,1,275.0
300000,marketing coordinator,Bhubaneswar,m,89.8,Others,2007,66.6,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,55.33,0,Orissa,2012,555,205,435,0.0,-0.880999999999999,-0.2793,0.9623,1.1199,0.1864,1.0,25.0,25.0,2,445.0
325000,systems engineer,Pune,f,88.67,State,2009,86.8,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.94,1,Telangana,2013,570,590,620,0.0,0.8463,0.2124,-0.1437,-1.2486,-1.0524,1.0,23.0,22.0,1,335.0
105000,system administrator,Others,m,64.66,State,2008,63.0,State,2,B.Tech/B.E.,Information Technology Department,67.0,0,Uttar Pradesh,2013,370,410,470,84.2248322257836,0.2718,-1.1196,-1.8344,-0.7415,-1.8189,0.0,23.0,21.0,0,469.0
250000,senior engineer,Greater Noida,m,78.0,CBSE,2006,77.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,68.64,0,Uttar Pradesh,2010,505,555,554,91.0770164246022,-0.2628,0.0328,-1.5051,-0.6428,1.1343,5.0,26.0,21.0,0,433.0
340000,software engineer,Gurgaon,m,77.8,CBSE,2007,79.6,CBSE,1,B.Tech/B.E.,Information Technology Department,70.12,1,Delhi,2011,535,445,465,73.57957092246559,-1.0355,0.3448,0.8171,0.6498,-0.4455,2.0,25.0,23.0,2,475.0
195000,business development managerde,Coimbatore,m,79.6,Others,2011,87.58,Others,2,B.Tech/B.E.,Information Technology Department,61.3,0,Tamil Nadu,2014,380,355,210,14.4789889482462,0.8463,0.7119,0.4711,1.1601,0.4805,0.0,24.0,23.0,0,285.0
320000,engineer,Noida,m,89.5,CBSE,2010,81.4,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,60.0,0,Punjab,2014,735,510,585,72.59841479694789,0.2718,0.3789,-0.6048,-0.7415,0.0973,2.0,23.0,23.0,0,438.0
360000,assistant system engineer,Noida,m,81.2,CBSE,2009,76.4,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,72.3,0,Uttar Pradesh,2013,765,605,665,75.53751208955481,1.5644,0.7119,1.2396,-2.3895,1.247,2.0,24.0,23.0,1,446.0
145000,network administrator,Others,m,80.0,State,2009,89.0,State,2,B.Tech/B.E.,Computer Science Department ,62.0,1,Telangana,2013,325,530,405,35.653648772447504,0.99,0.3789,-0.2974,-1.1218,-1.244,1.0,23.0,21.0,0,346.0
100000,web developer,Mysore,m,78.0,State,2012,62.0,State,2,B.Tech/B.E.,Information Technology Department,60.0,0,Karnataka,2014,525,435,405,74.47583540089391,-2.3134,-0.1206,-0.2974,0.1459,-1.6273,0.0,22.0,22.0,0,438.0
325000,project engineer,Dhanbad,m,72.0,ICSE,2004,62.0,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,53.0,1,Maharashtra,2010,335,335,405,37.60595866515449,0.0464,0.0328,-0.1988,-0.1727,1.6082,4.0,29.0,25.0,1,300.0
385000,engineer,Others,m,64.56,CBSE,2008,66.66,CBSE,2,B.Tech/B.E.,Electrical and Power engineering Department,65.02,0,Uttar Pradesh,2013,545,475,485,37.60595866515449,0.1282,0.0459,0.1637,0.2727,-0.2859,3.0,23.0,21.0,0,300.0
120000,software test engineer,Noida,m,60.0,State,2009,47.0,State,2,B.Tech/B.E.,Information Technology Department,59.9,0,Uttar Pradesh,2014,395,400,390,48.674700843819295,0.8463,-0.2871,0.01,0.2727,0.0973,1.0,23.0,23.0,0,376.0
235000,java software engineer,Mumbai,f,91.12,State,2010,72.0,State,2,B.Tech/B.E.,Computer Science Department ,74.0,1,West Bengal,2014,490,470,585,95.3899775079926,1.1336,1.5444,1.547,-1.7556,-0.0943,2.0,23.0,22.0,0,530.0
615000,quality engineer,Noida,m,80.0,State,2009,77.2,CBSE,2,B.Tech/B.E.,Information Technology Department,76.76,0,Uttar Pradesh,2013,475,630,810,97.4396112538398,-1.8825,-0.7866,0.3174,1.0333,-1.8189,3.0,21.0,20.0,0,615.0
105000,web developer,Hyderabad,m,73.08,State,2009,71.2,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.46,1,Telangana,2013,405,400,430,53.8386892985096,-0.7335,-0.9531,0.6248,0.2727,-1.8189,-1.0,23.0,23.0,1,385.0
290000,software developer,Bangalore,f,88.6,CBSE,2009,78.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,84.0,1,West Bengal,2014,455,560,630,4.0999310361411885,0.4155,-0.1206,-0.2974,1.1601,0.0973,2.0,25.0,24.0,0,495.0
145000,php developer,Lucknow,m,72.0,CBSE,2009,54.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,64.0,0,Uttar Pradesh,2014,335,535,400,48.674700843819295,-1.1644,-0.2871,0.6248,0.1459,-0.0943,2.0,23.0,22.0,0,395.0
305000,software engineer,Noida,m,85.0,ICSE,2008,80.0,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,63.0,0,Uttar Pradesh,2013,660,585,620,2.19691089363428,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,2.0,24.0,22.0,0,376.0
275000,technical support specialist,Noida,f,78.33,CBSE,2008,67.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,65.72,0,Haryana,2012,510,655,605,48.8347976782714,1.8517,1.3779,1.0859,-2.136,1.6302,1.0,22.0,21.0,1,405.0
180000,data analyst,Hyderabad,m,81.33,Others,2006,91.9,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,70.56,1,Tamil Nadu,2010,325,295,575,69.4479327708463,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455,1.0,26.0,22.0,0,366.0
140000,business development executive,Others,f,77.8,CBSE,2005,67.6,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,83.5,0,Uttarakhand,2012,425,455,555,69.4479327708463,-0.4173,-0.0842,-0.1626,0.53233,-0.6035,2.0,28.0,26.0,1,366.0
120000,junior software engineer,Thiruvananthapuram,m,75.0,CBSE,2009,80.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,60.85,0,Kerala,2013,570,580,750,0.0,-0.4463,0.0459,-0.7585,-1.2486,-0.4776,1.0,24.0,24.0,1,495.0
320000,electrical project engineer,Bhubaneswar,m,73.0,Others,2008,63.1,Others,2,B.Tech/B.E.,Electrical and Power engineering Department,73.2,0,Orissa,2012,355,425,505,22.948175491175494,0.8192,1.5538,0.9259999999999989,-0.0552,0.3444,4.0,24.0,21.0,0,332.0
405000,system engineer,Hyderabad,m,77.0,CBSE,2007,60.2,CBSE,2,B.Tech/B.E.,Information Technology Department,68.5,0,Uttar Pradesh,2012,570,475,500,48.8347976782714,-0.0154,-2.1186,0.1637,1.6672,-1.6273,2.0,26.0,24.0,1,405.0
325000,systems engineer,Pune,m,78.0,CBSE,2010,76.6,CBSE,1,B.Tech/B.E.,Information Technology Department,75.0,0,Uttar Pradesh,2014,590,555,545,91.13952783913281,-0.159,-0.2871,0.01,-0.6147,0.2889,1.0,22.0,21.0,0,525.0
340000,asp.net developer,Kolkata,m,87.0,State,2009,79.0,State,2,B.Tech/B.E.,Computer Science Department ,78.0,1,West Bengal,2013,510,605,445,56.3267823666597,-2.8879,-4.2831,-3.2176,-1.1218,-5.2679,1.0,23.0,22.0,1,425.0
225000,quality analyst,Gurgaon,f,72.0,CBSE,2007,69.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,72.0,0,Haryana,2011,505,345,365,34.231489991181505,0.51,0.1888,0.2366,-0.4078,0.5024,1.0,25.0,22.0,0,365.0
200000,application developer,Kolkata,m,73.0,State,2009,61.0,State,2,B.Tech/B.E.,Computer Science Department ,58.0,0,Karnataka,2014,520,390,320,62.2642915849938,0.1282,1.3779,0.6248,-0.2344,0.6721,0.0,24.0,24.0,0,415.0
225000,customer service,Delhi,m,78.0,State,2009,72.0,State,2,B.Tech/B.E.,Information Technology Department,64.0,0,Uttarakhand,2014,595,530,525,48.674700843819295,1.4208,1.2114,0.3174,-0.995,1.4386,1.0,24.0,24.0,0,445.0
335000,programmer analyst,Chennai,m,73.0,State,2009,68.46,State,1,B.Tech/B.E.,Information Technology Department,63.0,0,Rajasthan,2014,420,485,545,91.68699611036187,-0.8772,0.5454,-0.1437,0.653,-0.2859,1.0,22.0,23.0,1,555.0
350000,graduate engineer trainee,Noida,m,84.0,CBSE,2009,85.2,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,78.59,1,Delhi,2013,625,605,735,37.60595866515449,-1.0208,1.0449,-1.3733,-1.8824,1.0554,1.0,24.0,22.0,0,446.0
240000,web developer,Others,m,79.0,CBSE,2007,72.0,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,78.96,1,Delhi,2012,565,475,615,22.948175491175494,1.4374,1.9048,1.2525,-0.26087,0.8183,1.0,25.0,23.0,1,485.0
435000,system engineer,Gandhinagar,m,85.0,CBSE,2007,64.0,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,65.0,0,Uttar Pradesh,2012,465,505,515,53.586281949989605,0.2009,0.8128,1.2525,-0.4078,0.9763,2.0,25.0,23.0,1,393.0
375000,software engineer,Noida,m,85.8,CBSE,2010,78.4,CBSE,1,B.Tech/B.E.,Computer Science Department ,77.56,1,Delhi,2014,530,595,340,84.2248322257836,1.2772,1.2114,-2.1418,-1.7556,-0.6692,1.0,22.0,21.0,0,485.0
275000,senior software engineer,Chennai,m,87.4,CBSE,2009,82.2,CBSE,2,B.Tech/B.E.,Computer Science Department ,79.68,0,Uttar Pradesh,2013,380,510,325,30.840058286030803,0.99,0.7119,1.0859,-0.1076,0.6721,2.0,22.0,22.0,1,355.0
235000,software engineer,Hyderabad,m,92.66,Others,2008,95.6,State,2,B.Tech/B.E.,Computer Science Department ,71.44,0,Telangana,2012,455,385,515,90.14895713710331,0.6646,0.8518,0.5994,-0.6428,0.5024,2.0,25.0,22.0,0,545.0
455000,systems engineer,Pune,m,76.87,State,2008,81.33,State,2,B.Tech/B.E.,Computer Science Department ,74.5,0,Madhya Pradesh,2012,375,505,525,96.17721210993808,0.3555,0.2668,1.2525,0.17983,0.0284,3.0,23.0,21.0,1,445.0
110000,assistant professor,Una,f,70.0,CBSE,2010,70.0,CBSE,2,B.Tech/B.E.,Other Departments,65.0,0,Himachal Pradesh,2014,475,455,415,67.9644640924472,-0.0154,1.2114,1.3933,-0.8682,1.6302,1.0,22.0,21.0,0,388.0
180000,trainee software engineer,Hyderabad,m,91.3,State,2010,88.9,State,2,B.Tech/B.E.,Computer Science Department ,74.86,1,Telangana,2014,525,545,560,48.674700843819295,-1.0208,0.7119,0.4711,-0.2344,0.2889,2.0,22.0,21.0,0,455.0
430000,software developer,Chennai,m,77.9,State,2009,82.75,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,67.2,0,Tamil Nadu,2013,570,495,620,53.8386892985096,0.4155,0.8784,0.01,-2.136,-0.2859,2.0,23.0,22.0,0,375.0
450000,software engineer,Bangalore,f,76.2,CBSE,2008,72.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,74.7,0,Rajasthan,2012,510,665,455,84.31237266657419,-0.1082,0.2668,-0.2714,0.2973,-0.9194,3.0,24.0,22.0,1,515.0
240000,product development engineer,Delhi,f,77.78,CBSE,2009,66.67,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,79.0,0,Haryana,2013,615,555,595,88.16200695301771,0.2718,0.0459,-0.2974,-0.3612,0.0973,2.0,23.0,22.0,0,420.0
660000,senior software developer,Pune,m,78.0,Others,2005,67.0,Others,2,MCA,Computer Science Department ,78.0,1,Telangana,2011,465,515,615,81.9416529835888,0.1623,1.4368,1.6880000000000002,-0.6134,0.6603,4.0,27.0,24.0,0,505.0
120000,software developer,Kolkata,f,81.33,Others,2006,78.4,Others,2,MCA,Computer Science Department ,71.25,1,West Bengal,2012,365,525,524,73.57957092246559,1.7156,-0.5913,1.1558,0.218999999999999,-0.9194,2.0,26.0,24.0,1,475.0
300000,quality assurance automation engineer,Bangalore,m,65.6,ICSE,2008,70.2,Others,2,B.Tech/B.E.,Information Technology Department,79.0,1,West Bengal,2013,525,590,535,74.47583540089391,-0.4463,-0.2871,1.2396,-0.7415,0.0973,2.0,26.0,25.0,0,615.0
180000,design engineer,Delhi,m,65.8,CBSE,2009,76.8,CBSE,2,B.Tech/B.E.,Electrical and Power engineering Department,77.5,0,Rajasthan,2013,430,495,470,93.8399136791175,0.5591,-0.1206,-2.1418,0.7798,-1.0524,1.0,23.0,22.0,0,553.0
70000,java developer,Kolkata,m,67.75,State,2009,61.5,State,2,B.Tech/B.E.,Computer Science Department ,76.1,1,West Bengal,2013,450,355,295,67.0743151433127,-0.7335,0.2124,-0.1437,0.5262,-0.8608,0.0,23.0,22.0,0,455.0
300000,software engineer,Pune,f,91.6,State,2010,88.9,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.3,0,Andhra Pradesh,2014,420,540,595,11.213943820740301,-0.159,0.5454,-0.4511,1.5404,0.4805,1.0,22.0,22.0,0,365.0
215000,design engineer,Daman and Diu,m,78.66,State,2008,70.6,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.96,0,Uttar Pradesh,2013,415,485,530,0.0,-0.4173,0.1498,-0.598,0.6498,0.1864,1.0,23.0,23.0,1,445.0
450000,systems engineer,Noida,m,85.6,CBSE,2006,79.4,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,67.23,0,Uttar Pradesh,2011,525,525,565,53.8386892985096,-1.9629,-1.9953,-1.6502,0.6498,-1.2354,4.0,25.0,22.0,1,333.0
180000,telecom engineer,Delhi,m,78.4,CBSE,2005,61.8,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,62.6,0,Haryana,2010,525,465,645,37.60595866515449,0.6646,0.5008,0.672,0.7673300000000001,-0.16899999999999898,3.0,27.0,23.0,1,300.0
240000,systems analyst,Delhi,m,61.0,State,2005,48.0,State,2,B.Tech/B.E.,Information Technology Department,68.16,0,Uttar Pradesh,2011,505,505,445,19.0153405601018,-1.0355,-1.3713,0.2366,-0.5253,0.0284,2.0,25.0,23.0,1,315.0
410000,programmer analyst,Hyderabad,m,91.5,Others,2008,95.5,Others,2,B.Tech/B.E.,Computer Science Department ,93.0,0,Tamil Nadu,2012,595,605,535,99.54647186308651,0.51,1.1248,0.5269,0.0035299999999999897,0.1864,3.0,24.0,22.0,1,685.0
300000,software developer,Mohali,m,75.0,State,2008,67.0,State,2,MCA,Computer Science Department ,72.0,0,Punjab,2014,545,535,445,99.0008756723898,-2.457,0.0459,0.3174,1.2869,-0.4776,2.0,24.0,24.0,0,655.0
305000,java software engineer,Others,m,90.4,CBSE,2008,79.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,75.16,0,Uttar Pradesh,2012,595,545,690,97.8799292641428,-0.7335,0.2124,-0.7585,0.2727,-1.0524,1.0,25.0,24.0,2,561.0
215000,associate software engineer,Chennai,m,81.2,State,2008,80.7,State,2,B.Tech/B.E.,Information Technology Department,74.3,0,Tamil Nadu,2012,500,460,235,23.780283983757,1.8517,1.2114,-0.4511,-1.8824,-0.4776,1.0,24.0,22.0,1,385.0
200000,quality control engineer,Hyderabad,m,58.6,Others,2010,60.4,Others,2,B.Tech/B.E.,Mechanical Engineering Department,72.8,1,Telangana,2013,380,340,310,41.4337426422751,-1.9629,0.2668,0.4906,-0.0552,-1.0774,2.0,23.0,21.0,0,366.0
300000,project engineer,Gurgaon,m,77.0,ICSE,2010,77.14,ICSE,2,B.Tech/B.E.,Mechanical Engineering Department,74.36,1,Tamil Nadu,2014,590,400,560,6.69607065028304,0.8463,-0.6201,0.6248,0.3995,1.4386,2.0,22.0,21.0,0,253.0
550000,software developer,Mumbai,m,82.2,Others,2003,74.0,Others,1,B.Tech/B.E.,Electronics and Communication Engineering Department,60.0,1,Rajasthan,2011,525,455,465,82.46664006713321,-1.3447,0.6568,0.3817,-0.6428,-0.1295,4.0,28.0,25.0,0,400.0
350000,systems engineer,Gurgaon,f,86.0,Others,2007,75.2,Others,2,B.Tech/B.E.,Information Technology Department,76.6,0,Punjab,2011,455,435,565,86.46854133700849,-2.5811,0.0328,0.3817,0.4148,-1.0774,4.0,25.0,22.0,1,525.0
350000,system engineer,Delhi,m,82.0,CBSE,2008,81.2,CBSE,1,B.Tech/B.E.,Computer Science Department ,71.67,1,Delhi,2013,580,640,870,62.2642915849938,-0.5899,1.0449,0.3174,-1.2486,0.8637,1.0,25.0,23.0,0,625.0
500000,senior engineer,Mysore,m,84.0,ICSE,2007,80.8,CBSE,1,B.Tech/B.E.,Mechanical Engineering Department,72.0,1,Delhi,2012,595,605,645,49.0636955889964,-0.4173,1.1248,-0.1988,0.884829999999999,0.1864,3.0,26.0,23.0,0,383.0
240000,hardware engineer,Chennai,m,81.0,State,2010,88.88,State,2,B.Tech/B.E.,Electrical and Power engineering Department,75.1,0,Tamil Nadu,2014,570,445,310,96.6006923498049,0.1282,-0.6201,0.01,0.7798,-0.8608,1.0,22.0,21.0,0,580.0
385000,assistant system engineer,Gurgaon,m,90.1,CBSE,2008,87.0,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,78.34,1,Delhi,2012,660,680,765,96.06032519970529,-0.7335,0.0459,-1.2196,-0.2344,-1.0524,1.0,25.0,23.0,0,585.0
105000,hr recruiter,Hyderabad,m,86.17,State,2010,83.9,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,68.0,1,Telangana,2014,430,400,465,33.8786347219528,0.5591,0.3789,0.6248,1.0333,0.2889,0.0,22.0,22.0,0,315.0
